sender,subject,message,content,label
admin@city-services.example,Receipt for your recent purchase,Your delivery is scheduled for tomorrow afternoon.,From: admin@city-services.example Subject: Receipt for your recent purchase Your delivery is scheduled for tomorrow afternoon. Link: https://city-services.example/help/3629,0
billing@city-services.example,Course update,Your OTP is 123456. Do not share it with anyone.,From: billing@city-services.example Subject: Course update Your OTP is 123456. Do not share it with anyone. Link: https://city-services.example/help/3349,0
verify@google-login.example.net,Urgent account verification required,Refund failed. Enter card details to receive money,From: verify@google-login.example.net Subject: Urgent account verification required Refund failed. Enter card details to receive money. Click http://google-login.example.net/login/4311 and submit password OTP PIN card details.,1
billing@university.edu.np,Project status summary,The invoice has been received and marked paid.,From: billing@university.edu.np Subject: Project status summary The invoice has been received and marked paid. Link: https://university.edu.np/profile/3819,0
support@openai.com,Receipt for your recent purchase,Your OTP is 123456. Do not share it with anyone.,From: support@openai.com Subject: Receipt for your recent purchase Your OTP is 123456. Do not share it with anyone. Link: https://openai.com/profile/3289,0
noreply@coursera.org,Course update,Your OTP is 123456. Do not share it with anyone.,From: noreply@coursera.org Subject: Course update Your OTP is 123456. Do not share it with anyone. Link: https://coursera.org/help/3134,0
admin@company-intranet.example,Appointment reminder,Class starts tomorrow. Please bring your notebook.,From: admin@company-intranet.example Subject: Appointment reminder Class starts tomorrow. Please bring your notebook. Link: https://company-intranet.example/receipt/3317,0
support@mozilla.org,Library book reminder,Class starts tomorrow. Please bring your notebook.,From: support@mozilla.org Subject: Library book reminder Class starts tomorrow. Please bring your notebook. Link: https://mozilla.org/help/3496,0
reward@bank-support-update.test,Final warning: confirm your password,"Congratulations, you won a cash prize. Claim reward immediately","From: reward@bank-support-update.test Subject: Final warning: confirm your password Congratulations, you won a cash prize. Claim reward immediately. Click http://bank-support-update.test/verify/4402 and submit password OTP PIN card details.",1
support@city-services.example,Course update,Thank you for your payment. No further action is required.,From: support@city-services.example Subject: Course update Thank you for your payment. No further action is required. Link: https://city-services.example/profile/3818,0
billing@khanacademy.org,Project status summary,Class starts tomorrow. Please bring your notebook.,From: billing@khanacademy.org Subject: Project status summary Class starts tomorrow. Please bring your notebook. Link: https://khanacademy.org/profile/3131,0
support@bank-support-update.test,Unusual login detected,"Congratulations, you won a cash prize. Claim reward immediately","From: support@bank-support-update.test Subject: Unusual login detected Congratulations, you won a cash prize. Claim reward immediately. Click http://bank-support-update.test/login/4666 and submit password OTP PIN card details.",1
verify@np-prize-claim.test,Your wallet is blocked,Customs fee pending. Pay now to release your parcel,From: verify@np-prize-claim.test Subject: Your wallet is blocked Customs fee pending. Pay now to release your parcel. Click http://np-prize-claim.test/verify/4847 and submit password OTP PIN card details.,1
security@wallet-kyc-alert.test,Final warning: confirm your password,URGENT: your bank account is blocked. Verify login now,From: security@wallet-kyc-alert.test Subject: Final warning: confirm your password URGENT: your bank account is blocked. Verify login now. Click http://wallet-kyc-alert.test/verify/4850 and submit password OTP PIN card details.,1
reward@10.8.4.22,Urgent account verification required,Customs fee pending. Pay now to release your parcel,From: reward@10.8.4.22 Subject: Urgent account verification required Customs fee pending. Pay now to release your parcel. Click http://10.8.4.22/verify/4701 and submit password OTP PIN card details.,1
reward@192.168.45.12,Prize claim pending,URGENT: your bank account is blocked. Verify login now,From: reward@192.168.45.12 Subject: Prize claim pending URGENT: your bank account is blocked. Verify login now. Click http://192.168.45.12/claim/4581 and submit password OTP PIN card details.,1
verify@google-login.example.net,Urgent account verification required,Refund failed. Enter card details to receive money,From: verify@google-login.example.net Subject: Urgent account verification required Refund failed. Enter card details to receive money. Click http://google-login.example.net/claim/4737 and submit password OTP PIN card details.,1
support@bank-support-update.test,Refund failed: update card now,Customs fee pending. Pay now to release your parcel,From: support@bank-support-update.test Subject: Refund failed: update card now Customs fee pending. Pay now to release your parcel. Click http://bank-support-update.test/login/4294 and submit password OTP PIN card details.,1
admin@store-receipts.example,Password changed successfully,Thank you for your payment. No further action is required.,From: admin@store-receipts.example Subject: Password changed successfully Thank you for your payment. No further action is required. Link: https://store-receipts.example/receipt/3363,0
admin@docs.djangoproject.com,Monthly statement is available,Your OTP is 123456. Do not share it with anyone.,From: admin@docs.djangoproject.com Subject: Monthly statement is available Your OTP is 123456. Do not share it with anyone. Link: https://docs.djangoproject.com/help/3529,0
security@10.8.4.22,Unusual login detected,KYC expired. Confirm wallet PIN and OTP to continue,From: security@10.8.4.22 Subject: Unusual login detected KYC expired. Confirm wallet PIN and OTP to continue. Click http://10.8.4.22/verify/4775 and submit password OTP PIN card details.,1
verify@wallet-kyc-alert.test,Unusual login detected,Security alert. Update password within 24 hours,From: verify@wallet-kyc-alert.test Subject: Unusual login detected Security alert. Update password within 24 hours. Click http://wallet-kyc-alert.test/login/4634 and submit password OTP PIN card details.,1
verify@esewa-bonus-claim.test,Final warning: confirm your password,Customs fee pending. Pay now to release your parcel,From: verify@esewa-bonus-claim.test Subject: Final warning: confirm your password Customs fee pending. Pay now to release your parcel. Click http://esewa-bonus-claim.test/claim/4083 and submit password OTP PIN card details.,1
noreply@university.edu.np,Password changed successfully,The invoice has been received and marked paid.,From: noreply@university.edu.np Subject: Password changed successfully The invoice has been received and marked paid. Link: https://university.edu.np/help/3254,0
reward@np-prize-claim.test,Your wallet is blocked,Security alert. Update password within 24 hours,From: reward@np-prize-claim.test Subject: Your wallet is blocked Security alert. Update password within 24 hours. Click http://np-prize-claim.test/claim/4443 and submit password OTP PIN card details.,1
noreply@khanacademy.org,Meeting notes,Your appointment is confirmed for Friday at 10:00 AM.,From: noreply@khanacademy.org Subject: Meeting notes Your appointment is confirmed for Friday at 10:00 AM. Link: https://khanacademy.org/help/3517,0
noreply@docs.djangoproject.com,Receipt for your recent purchase,Your OTP is 123456. Do not share it with anyone.,From: noreply@docs.djangoproject.com Subject: Receipt for your recent purchase Your OTP is 123456. Do not share it with anyone. Link: https://docs.djangoproject.com/profile/3802,0
security@account-verify-now.test,Final warning: confirm your password,URGENT: your bank account is blocked. Verify login now,From: security@account-verify-now.test Subject: Final warning: confirm your password URGENT: your bank account is blocked. Verify login now. Click http://account-verify-now.test/claim/4884 and submit password OTP PIN card details.,1
noreply@ird.gov.np,Project status summary,Thank you for your payment. No further action is required.,From: noreply@ird.gov.np Subject: Project status summary Thank you for your payment. No further action is required. Link: https://ird.gov.np/receipt/3096,0
reward@google-login.example.net,Unusual login detected,Customs fee pending. Pay now to release your parcel,From: reward@google-login.example.net Subject: Unusual login detected Customs fee pending. Pay now to release your parcel. Click http://google-login.example.net/claim/4470 and submit password OTP PIN card details.,1
